pickUpJobId,createdAt,distance.value,duration.value,status,vehicleType
28201,2017-11-18T04:00:58.000Z,7760.763734180006,690,2,STANDARD
28205,2017-11-18T04:11:43.000Z,2540.43492238,238,2,STANDARD
28206,2017-11-18T04:21:08.000Z,4152.98839294642,333,2,STANDARD
28208,2017-11-18T04:27:46.000Z,1561.78561234,182,2,STANDARD
28209,2017-11-18T04:33:39.000Z,3331.99068752648,408,2,STANDARD
28212,2017-11-18T04:34:55.000Z,3026.99153995878,391,2,STANDARD
28214,2017-11-18T04:39:11.000Z,5621.7529253600005,515,2,STANDARD
28216,2017-11-18T04:46:15.000Z,6997.980441569719,530,2,STANDARD
28217,2017-11-18T04:50:07.000Z,4014.9887786370996,352,2,STANDARD
28220,2017-11-18T04:50:59.000Z,7632.978666833619,897,2,STANDARD
28222,2017-11-18T05:14:07.000Z,7656.97859975698,553,2,STANDARD
28224,2017-11-18T05:15:50.000Z,9782.97265788462,764,2,STANDARD
28225,2017-11-18T05:18:37.000Z,3417.5364877600005,483,2,STANDARD
28226,2017-11-18T05:34:08.000Z,12409.145984699999,748,2,SUV
28227,2017-11-18T05:40:15.000Z,5586.98438511718,612,2,STANDARD
28228,2017-11-18T05:40:19.000Z,24706.93094739398,1009,2,STANDARD
28229,2017-11-18T05:41:50.000Z,1300.99636388714,125,2,STANDARD
28232,2017-11-18T06:11:39.000Z,1716.2484562,231,2,STANDARD
28233,2017-11-18T06:14:37.000Z,1599.0305679600003,291,2,STANDARD
28234,2017-11-18T06:16:36.000Z,2189.9938792566,300,2,STANDARD
28235,2017-11-18T06:17:07.000Z,2161.99395751268,218,2,STANDARD
28237,2017-11-18T06:17:36.000Z,7628.978678013059,612,2,STANDARD
28238,2017-11-18T06:17:40.000Z,6299.9823923819995,445,2,STANDARD
28239,2017-11-18T06:19:34.000Z,10435.593030619984,818,2,STANDARD
28241,2017-11-18T06:23:14.000Z,454.99872833869995,114,2,STANDARD
28244,2017-11-18T06:28:51.000Z,4779.9866405692,475,2,STANDARD
28245,2017-11-18T06:30:35.000Z,23249.935019505,340,2,STANDARD
28246,2017-11-18T06:38:01.000Z,17654.9506567467,1236,2,STANDARD
28247,2017-11-18T06:48:04.000Z,11416.36184144,1436,2,STANDARD
28249,2017-11-18T06:57:22.000Z,3234.2439271400012,301,2,STANDARD
28251,2017-11-18T07:07:01.000Z,27014.9244968571,3157,2,STANDARD
28252,2017-11-18T07:20:28.000Z,2072.99420625522,2,2,STANDARD
28253,2017-11-18T07:27:00.000Z,14574.947476500007,1700,2,SUV
28254,2017-11-18T07:27:33.000Z,6377.98217438292,714,2,STANDARD
28255,2017-11-18T07:28:48.000Z,6131.98286191848,622,2,STANDARD
28256,2017-11-18T07:28:59.000Z,10022.430391099993,847,2,STANDARD
28257,2017-11-18T07:31:41.000Z,6070.123096059997,2295,2,STANDARD
28258,2017-11-18T07:32:26.000Z,4588.72079804,473,2,STANDARD
28261,2017-11-18T07:53:15.000Z,7882.977968118619,978,2,STANDARD
28262,2017-11-18T08:10:01.000Z,5024.9859558285,496,2,STANDARD
28264,2017-11-18T13:11:38.000Z,1680.9953018403398,174,2,STANDARD
28265,2017-11-18T13:23:11.000Z,1680.9953018403398,200,2,STANDARD
28266,2017-11-18T13:30:06.000Z,4324.987912230499,49,2,STANDARD
28267,2017-11-18T13:59:06.000Z,2733.99235885276,260,2,STANDARD
28275,2017-11-18T15:24:35.000Z,4403.490592059998,459,2,STANDARD
28276,2017-11-18T15:41:14.000Z,4392.8705574,409,2,STANDARD
28280,2017-11-18T16:19:54.000Z,5259.430945779998,461,2,STANDARD
28281,2017-11-18T16:42:39.000Z,11621.96751813708,917,2,STANDARD
28283,2017-11-18T16:47:12.000Z,3329.9906931162,474,2,STANDARD
28303,2017-11-18T18:13:31.000Z,7882.331668440004,1504,2,STANDARD
28309,2017-11-18T18:31:34.000Z,3443.99037450216,567,2,STANDARD
28311,2017-11-18T18:45:22.000Z,5180.98551983034,644,2,STANDARD
28313,2017-11-18T18:58:49.000Z,1885.7731131199994,248,2,STANDARD
28317,2017-11-18T19:30:44.000Z,4446.9875712575795,439,2,STANDARD
28318,2017-11-18T19:45:08.000Z,7471.206453360002,529,2,STANDARD
28336,2017-11-18T21:03:48.000Z,15067.49885822002,1054,2,STANDARD
28341,2017-11-18T21:43:33.000Z,2316.99352430938,399,2,STANDARD
28344,2017-11-18T21:57:47.000Z,3110.99130519054,556,2,STANDARD
28348,2017-11-18T22:16:18.000Z,5077.98580770092,417,2,STANDARD
28349,2017-11-18T22:18:26.000Z,2934.9917970858996,280,2,STANDARD
28352,2017-11-18T22:34:36.000Z,6623.98148684736,508,2,STANDARD
28360,2017-11-18T22:58:29.000Z,10517.97060366252,784,2,STANDARD
28368,2017-11-18T23:13:24.000Z,2137.452967699999,305,2,STANDARD
28369,2017-11-18T23:21:45.000Z,4936.98620177618,424,2,STANDARD
28370,2017-11-18T23:23:41.000Z,9318.973954699659,753,2,STANDARD
28375,2017-11-18T23:37:41.000Z,7289.9796254706,607,2,STANDARD
28376,2017-11-18T23:40:57.000Z,8841.97528784788,689,2,STANDARD
28379,2017-11-18T23:49:05.000Z,13872.96122690722,722,2,STANDARD
28381,2017-11-18T23:56:59.000Z,7289.9796254706,730,2,STANDARD
28394,2017-11-19T00:18:19.000Z,6759.9811067464,669,2,STANDARD
28395,2017-11-19T00:22:53.000Z,4196.9882699725795,588,2,STANDARD
28414,2017-11-19T01:06:08.000Z,7121.980095007079,762,2,STANDARD
28416,2017-11-19T01:07:14.000Z,5071.98582447008,641,2,STANDARD
28422,2017-11-19T01:20:44.000Z,1208.99662101426,176,2,STANDARD
28423,2017-11-19T01:26:30.000Z,4779.9866405692,420,2,STANDARD
28425,2017-11-19T01:33:19.000Z,1354.9962129647,176,2,STANDARD
28426,2017-11-19T01:36:30.000Z,9697.97289544772,624,2,STANDARD
28430,2017-11-19T01:43:12.000Z,6624.9814840525,590,2,STANDARD
28432,2017-11-19T01:49:48.000Z,12662.96460868782,1012,2,STANDARD
28442,2017-11-19T02:49:40.000Z,4326.119962219999,446,2,STANDARD
28443,2017-11-19T02:49:42.000Z,1942.9945695870201,194,2,STANDARD
28445,2017-11-19T02:55:36.000Z,10723.050122740002,788,2,STANDARD
28446,2017-11-19T03:09:02.000Z,3525.9901453236403,779,2,STANDARD
28449,2017-11-19T03:21:13.000Z,2264.9936696421,233,2,STANDARD
28450,2017-11-19T03:23:31.000Z,6299.9823923819995,546,2,STANDARD
28452,2017-11-19T03:28:31.000Z,5210.985435984539,426,2,STANDARD
28453,2017-11-19T03:40:49.000Z,16420.954105603938,259,2,STANDARD
28454,2017-11-19T03:45:13.000Z,5622.98428450222,293,2,STANDARD
28455,2017-11-19T03:46:35.000Z,20859.87722905998,2930,2,STANDARD
28456,2017-11-19T03:49:53.000Z,,,2,STANDARD
28457,2017-11-19T03:51:35.000Z,5821.983728325079,723,2,STANDARD
28677,2017-11-19T04:02:23.000Z,5879.9835662232,482,2,STANDARD
28678,2017-11-19T04:05:22.000Z,4008.98879540626,398,2,STANDARD
28679,2017-11-19T04:14:38.000Z,702.15182332,152,2,STANDARD
28680,2017-11-19T04:23:02.000Z,4580.98719674634,480,2,STANDARD
28681,2017-11-19T04:27:15.000Z,10978.96931523206,745,2,STANDARD
28683,2017-11-19T04:37:14.000Z,12248.895954199998,1537,2,STANDARD
28688,2017-11-19T04:47:00.000Z,10683.97013971576,692,2,STANDARD
28696,2017-11-19T04:56:12.000Z,16319.954387884798,1009,2,STANDARD
28697,2017-11-19T05:02:23.000Z,23118.93538563166,1199,2,STANDARD
28702,2017-11-19T05:15:49.000Z,4523.98735605336,461,2,STANDARD
28703,2017-11-19T05:16:57.000Z,10158.22006293999,847,2,STANDARD
28705,2017-11-19T05:22:24.000Z,8919.9750698488,743,2,STANDARD
28712,2017-11-19T05:38:53.000Z,20316.943216829382,1251,2,STANDARD
28720,2017-11-19T05:52:27.000Z,8180.977135250339,131,2,STANDARD
28721,2017-11-19T05:53:16.000Z,9761.97271657668,1845,2,STANDARD
28722,2017-11-19T05:54:09.000Z,4694.986878132299,393,2,STANDARD
28723,2017-11-19T05:56:42.000Z,18103.94940185456,4,2,STANDARD
28724,2017-11-19T05:58:35.000Z,3750.0148663799987,366,2,STANDARD
28726,2017-11-19T06:09:02.000Z,7360.9794270355405,526,2,STANDARD
28727,2017-11-19T06:17:50.000Z,4865.98640021124,422,2,STANDARD
28728,2017-11-19T06:18:31.000Z,1597.2876527399999,167,2,STANDARD
28732,2017-11-19T06:38:05.000Z,6287.758972279997,554,2,STANDARD
28733,2017-11-19T06:40:59.000Z,11047.75377982,717,2,STANDARD
28734,2017-11-19T06:41:10.000Z,1527.4455154200002,239,2,STANDARD
28735,2017-11-19T06:43:25.000Z,6492.98185297402,756,2,STANDARD
28736,2017-11-19T06:46:17.000Z,10333.97111791676,1465,2,STANDARD
28743,2017-11-19T07:01:22.000Z,4831.98649523648,472,2,STANDARD
28746,2017-11-19T07:03:26.000Z,6531.308441180005,711,2,STANDARD
28748,2017-11-19T07:04:59.000Z,8419.831916359997,620,2,STANDARD
28753,2017-11-19T07:06:50.000Z,5494.9846422443,907,2,STANDARD
28773,2017-11-19T07:15:53.000Z,8193.97709891716,536,2,STANDARD
28780,2017-11-19T07:27:34.000Z,20060.004671599985,1100,2,STANDARD
28781,2017-11-19T07:30:42.000Z,6858.9808300552595,845,2,STANDARD
28782,2017-11-19T07:33:54.000Z,2723.9923868013598,326,2,STANDARD
28783,2017-11-19T07:34:00.000Z,3006.9915958559795,304,2,STANDARD
28784,2017-11-19T07:45:41.000Z,3851.9892341992795,355,2,STANDARD
28786,2017-11-19T07:51:47.000Z,2430.99320569534,239,2,STANDARD
28787,2017-11-19T08:23:02.000Z,6063.983051968959,563,2,STANDARD
28788,2017-11-19T08:24:24.000Z,5681.9841196054795,34,2,STANDARD
28789,2017-11-19T08:39:33.000Z,11330.96833144134,563,2,STANDARD
28790,2017-11-19T09:35:06.000Z,3167.99114588352,338,2,STANDARD
28792,2017-11-19T13:01:03.000Z,18065.949508059242,1144,2,STANDARD
28794,2017-11-19T15:35:47.000Z,4282.98802961462,462,2,STANDARD
28799,2017-11-19T16:38:25.000Z,11615.858846519983,876,2,STANDARD
28803,2017-11-19T17:29:13.000Z,15944.955435957301,13,2,STANDARD
28847,2017-11-19T19:08:34.000Z,7300.97959472714,860,2,STANDARD
28848,2017-11-19T19:12:23.000Z,3147.99120178072,580,2,STANDARD
28849,2017-11-19T19:28:00.000Z,3954.9889463286995,429,2,STANDARD
28861,2017-11-19T20:44:11.000Z,8193.84678422,659,2,STANDARD
28867,2017-11-19T21:15:49.000Z,3997.1869596200013,533,2,STANDARD
28868,2017-11-19T21:17:51.000Z,10143.97164894016,649,2,STANDARD
28873,2017-11-19T21:39:31.000Z,17169.952012253798,963,2,STANDARD
28875,2017-11-19T22:24:04.000Z,6129.9828675082,846,2,STANDARD
28882,2017-11-19T22:50:22.000Z,7247.979742854721,385,2,STANDARD
28895,2017-11-19T23:24:55.000Z,10163.97159304296,712,2,STANDARD
28928,2017-11-20T00:55:22.000Z,10650.97023194614,1243,2,STANDARD
28933,2017-11-20T01:11:34.000Z,4323.98791502536,345,2,STANDARD
28935,2017-11-20T01:22:11.000Z,11000.96925374514,647,2,STANDARD
28937,2017-11-20T01:29:41.000Z,5967.402142539998,597,2,STANDARD
28938,2017-11-20T01:30:09.000Z,3357.6899611799995,382,2,STANDARD
28947,2017-11-20T02:39:07.000Z,3795.9893907114397,394,2,STANDARD
28953,2017-11-20T04:32:02.000Z,22380.832276259975,1550,2,STANDARD
28958,2017-11-20T05:14:59.000Z,6501.981827820279,1130,2,STANDARD
28960,2017-11-20T13:31:14.000Z,1675.7317123599994,226,2,STANDARD
28961,2017-11-20T13:50:29.000Z,8121.977300147079,702,2,STANDARD
28962,2017-11-20T15:00:16.000Z,2749.1840231200003,303,2,STANDARD
28967,2017-11-20T15:47:44.000Z,3708.9896338642598,426,2,STANDARD
28968,2017-11-20T16:00:07.000Z,11686.821084480001,708,2,STANDARD
28970,2017-11-20T16:41:46.000Z,4446.9875712575795,533,2,STANDARD
29023,2017-11-20T19:50:53.000Z,1376.99615147778,3,2,STANDARD
29024,2017-11-20T19:59:42.000Z,4266.930046360001,524,2,STANDARD
29251,2017-11-20T20:49:41.000Z,6684.9813163609,548,2,STANDARD
29254,2017-11-20T21:29:11.000Z,4008.416934140002,400,2,STANDARD
29255,2017-11-20T21:32:29.000Z,1263.99646729696,176,2,STANDARD
29263,2017-11-20T22:27:17.000Z,8184.9771240709,724,2,STANDARD
29268,2017-11-20T23:00:20.000Z,7482.97908606262,755,2,STANDARD
29279,2017-11-20T23:50:15.000Z,7689.978507526601,1024,2,STANDARD
29290,2017-11-21T00:43:05.000Z,3517.9901676825198,480,2,STANDARD
29313,2017-11-21T03:30:58.000Z,4556.98726382298,407,2,STANDARD
29316,2017-11-21T04:34:15.000Z,2872.99197036722,136,2,STANDARD
29317,2017-11-21T04:47:50.000Z,4326.987906640779,419,2,STANDARD
29324,2017-11-21T13:41:21.000Z,3380.9905505783395,391,2,STANDARD
29325,2017-11-21T14:10:49.000Z,12116.915590140003,813,2,STANDARD
29327,2017-11-21T14:30:30.000Z,5609.155011840001,500,2,STANDARD
29331,2017-11-21T15:08:31.000Z,5502.817871340002,529,2,STANDARD
29332,2017-11-21T15:43:20.000Z,5279.9852431392,593,2,STANDARD
29333,2017-11-21T15:48:44.000Z,7165.855109779996,673,2,STANDARD
29335,2017-11-21T16:37:55.000Z,2509.9929849014,299,2,STANDARD
29338,2017-11-21T17:02:34.000Z,2803.9921632125597,411,2,STANDARD
29364,2017-11-21T18:29:36.000Z,4417.184466119999,902,2,STANDARD
29368,2017-11-21T18:50:18.000Z,5180.98551983034,556,2,STANDARD
29369,2017-11-21T19:03:38.000Z,6702.981266053421,658,2,STANDARD
29377,2017-11-21T19:39:11.000Z,6236.982568458179,653,2,STANDARD
29393,2017-11-21T21:37:30.000Z,3148.99119898586,482,2,STANDARD
29397,2017-11-21T22:14:12.000Z,9094.9745807483,941,2,STANDARD
29403,2017-11-21T22:54:10.000Z,6377.98217438292,1127,2,STANDARD
29410,2017-11-21T23:21:06.000Z,6239.982560073599,562,2,STANDARD
29413,2017-11-21T23:26:27.000Z,10655.97021797184,859,2,STANDARD
29417,2017-11-21T23:48:29.000Z,5066.654544539997,572,2,STANDARD
29426,2017-11-22T00:01:29.000Z,6137.333962479998,646,2,STANDARD
29428,2017-11-22T00:05:03.000Z,7482.97908606262,500,2,STANDARD
29449,2017-11-22T00:55:38.000Z,7423.97925095936,626,2,STANDARD
29460,2017-11-22T01:46:53.000Z,1599.06275476,302,2,STANDARD
29462,2017-11-22T01:55:42.000Z,6634.981456103899,6,2,STANDARD
29468,2017-11-22T02:23:48.000Z,3315.9907322442396,372,2,STANDARD
29472,2017-11-22T02:51:30.000Z,569.5084111799999,150,2,STANDARD
29479,2017-11-22T03:45:56.000Z,3514.558768340001,354,2,STANDARD
29481,2017-11-22T04:13:29.000Z,14044.9607461913,8,2,STANDARD
29486,2017-11-22T05:51:12.000Z,7180.979930110339,625,2,STANDARD
29487,2017-11-22T06:35:40.000Z,6519.981777512799,261,2,STANDARD
29488,2017-11-22T06:47:22.000Z,7654.333251960005,601,2,STANDARD
29489,2017-11-22T07:13:52.000Z,9755.38777688001,700,2,STANDARD
29490,2017-11-22T13:25:31.000Z,9565.97326436924,621,2,STANDARD
29491,2017-11-22T13:46:10.000Z,5387.98494129432,433,2,STANDARD
29495,2017-11-22T15:22:08.000Z,5972.983306301219,546,2,STANDARD
29496,2017-11-22T16:00:44.000Z,4013.0309119199997,466,2,STANDARD
29497,2017-11-22T16:24:45.000Z,5915.98346560824,451,2,STANDARD
29498,2017-11-22T16:25:50.000Z,11865.341952000004,712,2,STANDARD
29533,2017-11-22T19:45:29.000Z,1730.4685844400008,205,2,STANDARD
29535,2017-11-22T19:48:58.000Z,5980.98328394234,546,2,STANDARD
29537,2017-11-22T20:15:29.000Z,6345.9822638184405,605,2,STANDARD
29540,2017-11-22T20:21:06.000Z,6283.98243709976,541,2,STANDARD
29555,2017-11-22T22:41:28.000Z,5676.98413357978,750,2,STANDARD
29556,2017-11-22T22:43:44.000Z,4479.9874790272,523,2,STANDARD
29565,2017-11-22T23:05:45.000Z,9145.97443821044,736,2,STANDARD
29566,2017-11-22T23:05:48.000Z,6580.740928619995,678,2,STANDARD
29569,2017-11-22T23:30:41.000Z,2172.3547242800005,295,2,STANDARD
29578,2017-11-23T00:01:20.000Z,1105.0533110000001,218,2,STANDARD
29583,2017-11-23T00:20:31.000Z,2286.99360815518,364,2,STANDARD
29588,2017-11-23T00:40:09.000Z,3469.9903018357995,308,2,STANDARD
29590,2017-11-23T00:44:08.000Z,9581.97321965148,779,2,STANDARD
29596,2017-11-23T01:09:32.000Z,1916.9946422533799,929,2,STANDARD
29600,2017-11-23T01:25:32.000Z,1328.99628563106,149,2,STANDARD
29601,2017-11-23T01:26:04.000Z,2038.9943012804601,207,2,STANDARD
29603,2017-11-23T01:29:06.000Z,1292.99638624602,183,2,STANDARD
29606,2017-11-23T01:44:43.000Z,3052.99146729242,337,2,STANDARD
29620,2017-11-23T02:44:18.000Z,1119.9968697568,229,2,STANDARD
29621,2017-11-23T02:46:01.000Z,5737.983963093319,520,2,STANDARD
29625,2017-11-23T03:03:35.000Z,23774.9335522035,920,2,STANDARD
29626,2017-11-23T03:03:45.000Z,6257.98250976612,380,2,STANDARD
29627,2017-11-23T03:06:19.000Z,8115.977316916239,719,2,STANDARD
29631,2017-11-23T03:13:19.000Z,9791.290542940002,713,2,STANDARD
29635,2017-11-23T03:20:32.000Z,3528.99013693906,309,2,STANDARD
29638,2017-11-23T03:30:22.000Z,3442.9903772970197,397,2,STANDARD
29640,2017-11-23T03:31:06.000Z,6285.98243151004,16,2,STANDARD
29642,2017-11-23T03:36:46.000Z,7289.9796254706,595,2,STANDARD
29643,2017-11-23T03:39:30.000Z,4506.353167499999,378,2,STANDARD
29644,2017-11-23T03:46:27.000Z,7419.9792621388,9,2,STANDARD
29645,2017-11-23T03:56:23.000Z,3541.9901006058794,418,2,STANDARD
29646,2017-11-23T04:08:09.000Z,4704.9868501837,446,2,STANDARD
29647,2017-11-23T04:10:10.000Z,1407.5561227799994,123,2,STANDARD
29648,2017-11-23T04:13:41.000Z,1491.99583006888,257,2,SUV
29649,2017-11-23T04:14:09.000Z,15398.956961950858,845,2,STANDARD
29650,2017-11-23T04:16:29.000Z,6892.98073503002,592,2,STANDARD
29651,2017-11-23T04:19:49.000Z,5720.625946939996,427,2,STANDARD
29652,2017-11-23T04:21:51.000Z,1321.99630519508,141,2,STANDARD
29653,2017-11-23T04:22:54.000Z,5406.98488819198,26,2,STANDARD
29656,2017-11-23T04:34:31.000Z,6858.9808300552595,547,2,STANDARD
29657,2017-11-23T04:35:06.000Z,3825.98930686564,400,2,STANDARD
29658,2017-11-23T04:39:43.000Z,4184.9883035109,544,2,STANDARD
29659,2017-11-23T04:41:09.000Z,6580.689429739999,574,2,STANDARD
29661,2017-11-23T04:43:51.000Z,5377.98496924292,24,2,STANDARD
29662,2017-11-23T04:45:01.000Z,6400.982110101139,631,2,STANDARD
29663,2017-11-23T04:59:26.000Z,1704.9952347636997,181,2,STANDARD
29664,2017-11-23T05:01:34.000Z,1412.99605086282,203,2,STANDARD
29665,2017-11-23T05:08:33.000Z,9770.550978359997,870,2,STANDARD
29666,2017-11-23T05:10:01.000Z,1512.99577137682,193,2,STANDARD
29667,2017-11-23T05:10:21.000Z,2439.4665401199995,294,2,SUV
29668,2017-11-23T05:15:21.000Z,32652.908739436418,1501,2,STANDARD
29669,2017-11-23T05:21:08.000Z,6077.983012840919,554,2,STANDARD
29671,2017-11-23T05:25:33.000Z,1097.17881038,131,2,STANDARD
29672,2017-11-23T05:27:31.000Z,1172.99672162922,151,2,STANDARD
29674,2017-11-23T05:42:48.000Z,6294.397499780002,708,2,STANDARD
29675,2017-11-23T05:44:51.000Z,20049.943963056998,1154,2,SUV
29677,2017-11-23T05:48:23.000Z,2793.6307752400007,321,2,STANDARD
29678,2017-11-23T05:50:47.000Z,2795.99218557144,236,2,STANDARD
29679,2017-11-23T05:52:18.000Z,22388.93742587946,1215,2,STANDARD
29682,2017-11-23T06:05:56.000Z,5453.98475683356,582,2,STANDARD
29683,2017-11-23T06:06:35.000Z,942.9973644470199,2,2,STANDARD
29684,2017-11-23T06:08:00.000Z,15739.9560089036,1213,2,STANDARD
29685,2017-11-23T06:16:59.000Z,1309.9963387333999,146,2,STANDARD
29686,2017-11-23T06:18:13.000Z,9972.97212686122,713,2,STANDARD
29687,2017-11-23T06:22:13.000Z,15053.438054639992,1447,2,STANDARD
29688,2017-11-23T06:22:21.000Z,2152.2170528599995,450,2,STANDARD
29689,2017-11-23T06:24:08.000Z,23518.93426768766,1432,2,STANDARD
29690,2017-11-23T06:25:05.000Z,12604.9647707897,1023,2,STANDARD
29698,2017-11-23T06:33:19.000Z,4835.98648405704,410,2,STANDARD
29701,2017-11-23T06:36:39.000Z,1091.99694801288,118,2,STANDARD
29702,2017-11-23T06:41:39.000Z,5558.98446337326,389,2,STANDARD
29707,2017-11-23T06:44:12.000Z,1041.7724528600002,336,2,STANDARD
29711,2017-11-23T06:46:12.000Z,3904.9890860716996,347,2,STANDARD
29713,2017-11-23T06:49:01.000Z,7205.369234799997,1097,2,STANDARD
29715,2017-11-23T06:52:08.000Z,9607.97314698512,870,2,STANDARD
29716,2017-11-23T06:54:58.000Z,2610.99270262054,260,2,STANDARD
29718,2017-11-23T06:56:29.000Z,6986.98047231318,528,2,STANDARD
29720,2017-11-23T07:00:08.000Z,6950.2164245,545,2,STANDARD
29721,2017-11-23T07:01:32.000Z,53.99984907756,22,2,STANDARD
29722,2017-11-23T07:02:23.000Z,5407.98488539712,389,2,STANDARD
29723,2017-11-23T07:06:28.000Z,2449.993152593,251,2,STANDARD
29725,2017-11-23T07:10:43.000Z,11258.96853267126,810,2,STANDARD
29726,2017-11-23T07:12:26.000Z,6174.07841336,427,2,STANDARD
29727,2017-11-23T07:13:04.000Z,8197.97708773772,563,2,STANDARD
29728,2017-11-23T07:17:25.000Z,13289.962856310602,882,2,STANDARD
29730,2017-11-23T07:18:56.000Z,9848.972473423859,601,2,STANDARD
29733,2017-11-23T07:23:17.000Z,6416.982065383379,539,2,STANDARD
29734,2017-11-23T07:30:31.000Z,2490.99303800374,273,2,STANDARD
29735,2017-11-23T07:31:32.000Z,4418.685980339998,1735,2,STANDARD
29736,2017-11-23T07:34:53.000Z,8086.97739796718,709,2,STANDARD
29737,2017-11-23T07:40:50.000Z,11884.9667830889,6,2,STANDARD
29738,2017-11-23T08:12:14.000Z,4735.753319119998,310,2,STANDARD
29739,2017-11-23T08:14:40.000Z,2748.99231692986,287,2,STANDARD
29740,2017-11-23T08:28:34.000Z,7232.97978477762,517,2,STANDARD
29741,2017-11-23T08:43:03.000Z,3316.99072944938,324,2,STANDARD
29742,2017-11-23T09:05:47.000Z,2005.99439351084,904,2,STANDARD
29743,2017-11-23T16:04:15.000Z,4234.9881637679,354,2,STANDARD
29744,2017-11-23T17:25:59.000Z,4202.98825320342,466,2,STANDARD
29745,2017-11-24T00:21:03.000Z,6442.981992717019,595,2,STANDARD
29746,2017-11-24T00:32:45.000Z,1640.9954136347399,164,2,STANDARD
29747,2017-11-24T00:44:09.000Z,1642.99540804502,188,2,STANDARD
29748,2017-11-24T02:04:47.000Z,19541.94538284588,911,2,STANDARD
29749,2017-11-24T02:07:07.000Z,4039.071642460001,432,2,STANDARD
29754,2017-11-24T02:29:25.000Z,3688.9896897614603,364,2,STANDARD
29755,2017-11-24T02:36:28.000Z,4704.9868501837,427,2,STANDARD
29756,2017-11-24T02:45:53.000Z,17054.9523336627,812,2,STANDARD
29758,2017-11-24T03:35:50.000Z,1575.99559530064,158,2,STANDARD
29759,2017-11-24T04:05:10.000Z,9746.821260059996,585,2,STANDARD
29761,2017-11-24T04:36:08.000Z,7868.62009164,946,2,STANDARD
29762,2017-11-24T04:55:43.000Z,6021.163754579998,484,2,STANDARD
29763,2017-11-24T05:39:05.000Z,13257.916728719994,921,2,STANDARD
29765,2017-11-24T07:01:57.000Z,1388.3583059199998,136,2,STANDARD
29768,2017-11-24T07:17:08.000Z,256.99928172098,8,2,STANDARD
29769,2017-11-24T07:18:23.000Z,4929.4003733,401,2,STANDARD
29770,2017-11-24T07:36:48.000Z,8464.016346060003,583,2,STANDARD
29771,2017-11-24T11:29:37.000Z,3357.33107836,333,2,STANDARD
29781,2017-11-24T14:49:11.000Z,6303.98238120256,887,2,STANDARD
29782,2017-11-24T15:05:53.000Z,1002.2036102800001,150,2,STANDARD
29787,2017-11-24T15:46:29.000Z,3660.195991640002,357,2,STANDARD
29788,2017-11-24T15:53:18.000Z,3543.15030278,519,2,STANDARD
29789,2017-11-24T16:05:54.000Z,1692.99526830202,364,2,STANDARD
29791,2017-11-24T16:25:13.000Z,6127.98287309792,555,2,STANDARD
29793,2017-11-24T16:50:34.000Z,4678.98692285006,711,2,STANDARD
29796,2017-11-24T17:06:29.000Z,6561.6573749,650,2,STANDARD
29797,2017-11-24T17:18:37.000Z,2791.99219675088,313,2,STANDARD
29809,2017-11-24T18:31:59.000Z,3868.85657868,469,2,STANDARD
29810,2017-11-24T18:32:47.000Z,5629.830202819998,578,2,STANDARD
29812,2017-11-24T18:38:25.000Z,4945.98617662244,3,2,STANDARD
29816,2017-11-24T18:51:46.000Z,4231.98817215248,405,2,STANDARD
29823,2017-11-24T19:45:01.000Z,3659.67295614,439,2,STANDARD
29825,2017-11-24T20:03:57.000Z,11811.96698711368,799,2,STANDARD
29833,2017-11-24T20:19:58.000Z,6278.98245107406,632,2,STANDARD
29837,2017-11-24T20:51:52.000Z,2464.41291946,427,2,STANDARD
29845,2017-11-24T22:04:39.000Z,6995.292428560005,763,2,STANDARD
29847,2017-11-24T22:11:41.000Z,3030.9915287793397,434,2,STANDARD
29850,2017-11-24T22:29:26.000Z,7816.978152579379,705,2,STANDARD
29855,2017-11-24T23:08:37.000Z,2115.99408607624,275,2,STANDARD
29858,2017-11-24T23:22:45.000Z,12099.966182193999,625,2,STANDARD
29864,2017-11-24T23:38:35.000Z,7816.978152579379,775,2,STANDARD
29868,2017-11-24T23:50:33.000Z,4458.98753771926,486,2,STANDARD
29871,2017-11-24T23:53:13.000Z,1977.99447176692,21,2,STANDARD
29875,2017-11-25T00:00:11.000Z,6438.98200389646,732,2,STANDARD
29876,2017-11-25T00:00:57.000Z,6108.9829262002595,492,2,STANDARD
29882,2017-11-25T00:14:48.000Z,5089.9857741626,516,2,STANDARD
29888,2017-11-25T00:39:17.000Z,19371.94585797208,1448,2,STANDARD
29890,2017-11-25T00:47:03.000Z,3211.99102290968,348,2,STANDARD
29891,2017-11-25T00:48:26.000Z,4055.92143226,393,2,STANDARD
29899,2017-11-25T01:11:31.000Z,4119.19907172,330,2,STANDARD
29906,2017-11-25T01:27:50.000Z,5301.98518165228,534,2,STANDARD
29911,2017-11-25T01:52:55.000Z,4002.9888121754198,488,2,STANDARD
29912,2017-11-25T01:56:16.000Z,5090.363341419999,713,2,STANDARD
29914,2017-11-25T01:57:30.000Z,19529.9454163842,978,2,STANDARD
29915,2017-11-25T02:00:15.000Z,9805.431813520006,743,2,SUV
29917,2017-11-25T02:06:02.000Z,5223.9498268,558,2,STANDARD
29920,2017-11-25T02:27:09.000Z,10837.564319780002,836,2,STANDARD
29921,2017-11-25T02:27:31.000Z,1996.99441866458,221,2,STANDARD
29924,2017-11-25T02:44:26.000Z,3050.99147288214,3,2,SUV
